key_0,1m^2 전용면적당 거래금액(만원),물가지수,GDP(십억원),기준금리(연%)
2006/Q1,9.820585457979226,0.0,0.0,73.68421052631578
2006/Q2,2.9272898961284266,1.3967971530248757,0.5229290964167355,78.94736842105262
2006/Q3,1.3220018885741258,3.2354685646500236,2.4809472349142436,84.21052631578947
2006/Q4,6.515580736543914,2.4999999999999467,3.5038595043204612,84.21052631578947
2007/Q1,0.0,4.483985765124521,5.720129761746517,84.21052631578947
2007/Q2,4.910292728989613,6.912811387900364,7.80327966933394,84.21052631578947
2007/Q3,5.193578847969782,8.457888493475618,9.421596159226354,94.73684210526315
2007/Q4,8.026440037771486,10.148279952550388,12.137645625878102,94.73684210526315
2008/Q1,9.254013220018887,13.16429418742584,12.448554389827093,94.73684210526315
2008/Q2,14.069877242681784,18.093119810201628,14.76177542297834,94.73684210526315
2008/Q3,15.20302171860246,21.331553973902693,16.02845838408348,99.99999999999999
2008/Q4,18.508026440037774,20.667259786476812,13.789106227387638,52.63157894736842
2009/Q1,22.6628895184136,22.43475682087781,14.675090823364311,31.57894736842105
2009/Q2,23.135033050047216,24.78351126927638,17.583648089080484,31.57894736842105
2009/Q3,22.75731822474032,26.186239620403295,20.782853718208404,31.57894736842105
2009/Q4,21.152030217186024,26.553973902728334,21.36785578674092,31.57894736842105
2010/Q1,22.474032105760156,29.783511269276364,25.057662255723635,31.57894736842105
2010/Q2,17.469310670443818,31.40569395017789,28.163350499150308,31.57894736842105
2010/Q3,19.263456090651566,33.37188612099644,29.59344242901807,36.84210526315789
2010/Q4,22.6628895184136,34.653024911032034,31.457467266365448,42.10526315789473
2011/Q1,18.31916902738433,39.51957295373663,32.070888285987095,52.63157894736842
2011/Q2,17.186024551463653,41.568801897983356,33.06643541708381,57.89473684210525
2011/Q3,18.035882908404155,44.47212336892048,34.68543178618886,57.89473684210525
2011/Q4,19.07459867799811,44.899169632265725,36.99600129041074,57.89473684210525
2012/Q1,16.619452313503302,47.452550415183836,37.77646863258273,57.89473684210525
2012/Q2,17.56373937677054,48.01601423487543,37.93253490584863,57.89473684210525
2012/Q3,15.864022662889521,48.79300118623959,38.53263029290215,52.63157894736842
2012/Q4,17.469310670443818,49.5106761565836,39.97326035056612,47.36842105263158
2013/Q1,17.75259678942399,51.678529062870695,41.41188476455273,47.36842105263158
2013/Q2,16.147308781869697,51.31969157769865,43.003821940993944,42.10526315789473
2013/Q3,13.597733711048166,52.51779359430601,44.57594063838619,42.10526315789473
2013/Q4,17.374881964117094,52.43179122182675,45.86019847713854,42.10526315789473
2014/Q1,17.75259678942399,54.78647686832736,47.76134471949713,42.10526315789473
2014/Q2,16.43059490084986,55.74436536180305,48.270098334329916,42.10526315789473
2014/Q3,18.31916902738433,56.3345195729537,48.92444808255365,36.84210526315789
2014/Q4,18.31916902738433,55.145314353499366,51.009569639857766,31.57894736842105
2015/Q1,18.88574126534467,56.7289442467378,55.09407998574971,26.31578947368421
2015/Q2,20.018885741265347,57.319098457888494,56.14561517000889,21.052631578947366
2015/Q3,20.585457979225687,58.143534994068744,57.95358396627255,21.052631578947366
2015/Q4,24.362606232294624,57.713523131672595,59.097514735532066,21.052631578947366
2016/Q1,22.379603399433435,59.13997627520757,62.056009129418065,21.052631578947366
2016/Q2,28.045325779036833,59.6826809015421,64.0464575063594,15.789473684210526
2016/Q3,27.478753541076493,60.21648873072358,63.940226379381414,15.789473684210526
2016/Q4,27.101038715769597,61.80011862396202,66.38123071055195,15.789473684210526
2017/Q1,29.74504249291785,65.364768683274,69.33955513463476,15.789473684210526
2017/Q2,34.08876298394712,65.1304863582443,70.6199716558356,15.789473684210526
2017/Q3,35.22190745986781,66.51838671411623,75.16605199920181,15.789473684210526
2017/Q4,43.15391879131256,65.9163701067615,73.56493645338969,21.052631578947366
2018/Q1,38.0547686496695,68.47864768683269,75.2816654593145,21.052631578947366
2018/Q2,34.18319169027385,69.44246737841043,76.82686093988542,21.052631578947366
2018/Q3,45.892351274787536,71.00830367734284,79.14354935702124,21.052631578947366
2018/Q4,40.698772426817754,71.09430604982205,78.68276122064152,26.31578947368421
2019/Q1,44.66477809254014,70.06227758007117,77.6123933821917,26.31578947368421
2019/Q2,63.26723323890464,71.35527876631076,79.61518156684282,26.31578947368421
2019/Q3,63.1728045325779,71.14175563463814,80.12121566482497,21.052631578947366
2019/Q4,61.756373937677054,71.96619217081847,81.5282936833442,15.789473684210526
2020/Q1,49.85835694050992,72.89442467378406,79.40931414124965,5.263157894736842
2020/Q2,64.87252124645893,71.38196915776982,77.91364786132095,0.0
2020/Q3,72.61567516525025,73.27995255041513,82.65917077172067,0.0
2020/Q4,84.41926345609065,73.30960854092523,84.41152544838883,0.0
2021/Q1,87.06326723323892,77.13523131672595,87.7928367246275,0.0
2021/Q2,92.35127478753542,78.73665480427046,91.13168954403561,0.0
2021/Q3,97.63928234183193,80.81257413997625,93.55267143239332,5.263157894736842
2021/Q4,99.15014164305948,83.83748517200473,96.42539906360234,10.526315789473683
2022/Q1,93.38999055712938,88.582443653618,97.27416027268592,15.789473684210526
2022/Q2,100.0,95.0771055753262,100.0,26.31578947368421
2022/Q3,82.71954674220963,98.69513641755634,99.32674960966435,42.10526315789473
2022/Q4,80.83097261567518,100.0,99.5037221687195,57.89473684210525
