key_0,1m^2 전용면적당 거래금액(만원),물가지수,GDP(십억원),기준금리(연%),실업율,인구이동률
2006/Q1,0.09820585457979225,0.0,0.0,0.7368421052631579,0.7272727272727274,0.8569695108659262
2006/Q2,0.029272898961284266,0.013967971530248757,0.005229290964167355,0.7894736842105262,0.4545454545454545,0.803714387544728
2006/Q3,0.013220018885741258,0.032354685646500236,0.024809472349142436,0.8421052631578947,0.4545454545454545,0.629900786314494
2006/Q4,0.06515580736543913,0.024999999999999467,0.03503859504320461,0.8421052631578947,0.5151515151515152,1.0
2007/Q1,0.0,0.04483985765124521,0.057201297617465174,0.8421052631578947,0.5151515151515152,0.928757578844145
2007/Q2,0.049102927289896126,0.06912811387900364,0.0780327966933394,0.8421052631578947,0.33333333333333337,0.7023919664190797
2007/Q3,0.05193578847969782,0.08457888493475618,0.09421596159226353,0.9473684210526315,0.33333333333333337,0.5236048395421778
2007/Q4,0.08026440037771487,0.10148279952550388,0.12137645625878102,0.9473684210526315,0.36363636363636365,0.8028931397054658
2008/Q1,0.09254013220018886,0.1316429418742584,0.12448554389827093,0.9473684210526315,0.4545454545454545,0.7716921103470445
2008/Q2,0.14069877242681783,0.1809311981020163,0.1476177542297834,0.9473684210526315,0.3030303030303031,0.8007640858469828
2008/Q3,0.1520302171860246,0.21331553973902695,0.16028458384083477,0.9999999999999999,0.3030303030303031,0.6154775352431073
2008/Q4,0.18508026440037773,0.2066725978647681,0.13789106227387637,0.5263157894736842,0.3030303030303031,0.5669477826434971
2009/Q1,0.22662889518413598,0.2243475682087781,0.14675090823364312,0.3157894736842105,0.5757575757575758,0.6299512879482995
2009/Q2,0.23135033050047216,0.24783511269276381,0.17583648089080484,0.3157894736842105,0.6060606060606061,0.5807084787609601
2009/Q3,0.2275731822474032,0.26186239620403295,0.20782853718208405,0.3157894736842105,0.5151515151515152,0.5628000940938099
2009/Q4,0.21152030217186024,0.26553973902728334,0.2136785578674092,0.3157894736842105,0.3939393939393939,0.5494317893613271
2010/Q1,0.22474032105760156,0.29783511269276364,0.25057662255723634,0.3157894736842105,0.8787878787878788,0.5674049871682255
2010/Q2,0.17469310670443816,0.31405693950177893,0.2816335049915031,0.3157894736842105,0.5151515151515152,0.49401808786961354
2010/Q3,0.19263456090651565,0.3337188612099644,0.2959344242901807,0.3684210526315789,0.484848484848485,0.36341168316028327
2010/Q4,0.22662889518413598,0.3465302491103204,0.31457467266365446,0.42105263157894735,0.4545454545454545,0.4929426486336944
2011/Q1,0.1831916902738433,0.39519572953736626,0.320708882859871,0.5263157894736842,0.6969696969696969,0.579288419098647
2011/Q2,0.17186024551463652,0.41568801897983354,0.33066435417083806,0.5789473684210525,0.5454545454545453,0.47920567272869496
2011/Q3,0.18035882908404155,0.4447212336892048,0.3468543178618886,0.5789473684210525,0.4545454545454545,0.41969300839972734
2011/Q4,0.1907459867799811,0.44899169632265723,0.3699600129041074,0.5789473684210525,0.3939393939393939,0.44235376333840215
2012/Q1,0.16619452313503302,0.47452550415183836,0.37776468632582727,0.5789473684210525,0.6666666666666666,0.4759025685136532
2012/Q2,0.17563739376770537,0.48016014234875426,0.37932534905848625,0.5789473684210525,0.4242424242424242,0.35299630098827006
2012/Q3,0.1586402266288952,0.48793001186239593,0.3853263029290215,0.5263157894736842,0.3939393939393939,0.24847645527684525
