,자치구별,1m^2 전용면적당 거래금액(만원),계약연도,계약월,CoffeeShop
1399,성북구,483,2022,8,559
1400,성북구,484,2022,9,559
1401,성북구,484,2022,10,559
1402,성북구,465,2022,11,565
1403,성북구,475,2022,12,559
1404,송파구,642,2022,1,771
1405,송파구,615,2022,2,792
1406,송파구,641,2022,3,792
1407,송파구,673,2022,4,792
1408,송파구,681,2022,5,792
1409,송파구,715,2022,6,792
1410,송파구,685,2022,7,792
1411,송파구,618,2022,8,792
1412,송파구,679,2022,9,792
1413,송파구,690,2022,10,788
1414,송파구,613,2022,11,785
1415,송파구,650,2022,12,792
1416,양천구,585,2022,1,436
1417,양천구,578,2022,2,442
1418,양천구,518,2022,3,442
1419,양천구,563,2022,4,442
1420,양천구,533,2022,5,442
1421,양천구,563,2022,6,442
1422,양천구,500,2022,7,442
1423,양천구,580,2022,8,442
1424,양천구,531,2022,9,442
1425,양천구,526,2022,10,438
1426,양천구,515,2022,11,442
1427,양천구,515,2022,12,442
1428,영등포구,541,2022,1,905
1429,영등포구,548,2022,2,899
1430,영등포구,510,2022,3,899
1431,영등포구,574,2022,4,899
1432,영등포구,562,2022,5,899
1433,영등포구,580,2022,6,899
1434,영등포구,550,2022,7,899
1435,영등포구,576,2022,8,899
1436,영등포구,543,2022,9,899
1437,영등포구,565,2022,10,903
1438,영등포구,532,2022,11,901
1439,영등포구,546,2022,12,899
1440,용산구,601,2022,1,469
1441,용산구,571,2022,2,480
1442,용산구,589,2022,3,480
1443,용산구,602,2022,4,480
1444,용산구,487,2022,5,480
1445,용산구,572,2022,6,480
1446,용산구,615,2022,7,480
1447,용산구,673,2022,8,480
1448,용산구,606,2022,9,480
1449,용산구,612,2022,10,472
1450,용산구,561,2022,11,482
1451,용산구,450,2022,12,480
1452,은평구,495,2022,1,391
1453,은평구,475,2022,2,379
1454,은평구,469,2022,3,379
1455,은평구,471,2022,4,379
1456,은평구,484,2022,5,379
1457,은평구,479,2022,6,379
1458,은평구,416,2022,7,379
1459,은평구,457,2022,8,379
1460,은평구,456,2022,9,379
1461,은평구,480,2022,10,390
1462,은평구,433,2022,11,385
1463,은평구,371,2022,12,379
1464,종로구,537,2022,1,879
1465,종로구,498,2022,2,873
1466,종로구,432,2022,3,873
1467,종로구,594,2022,4,873
1468,종로구,552,2022,5,873
1469,종로구,576,2022,6,873
1470,종로구,479,2022,7,873
1471,종로구,534,2022,8,873
1472,종로구,518,2022,9,873
1473,종로구,540,2022,10,877
1474,종로구,451,2022,11,874
1475,종로구,556,2022,12,873
1476,중구,581,2022,1,1168
1477,중구,565,2022,2,1166
1478,중구,512,2022,3,1166
1479,중구,579,2022,4,1166
1480,중구,568,2022,5,1166
1481,중구,525,2022,6,1166
1482,중구,457,2022,7,1166
1483,중구,593,2022,8,1166
1484,중구,516,2022,9,1166
1485,중구,593,2022,10,1168
1486,중구,549,2022,11,1164
1487,중구,555,2022,12,1166
1488,중랑구,418,2022,1,382
1489,중랑구,334,2022,2,377
1490,중랑구,362,2022,3,377
1491,중랑구,422,2022,4,377
1492,중랑구,397,2022,5,377
1493,중랑구,416,2022,6,377
1494,중랑구,469,2022,7,377
1495,중랑구,359,2022,8,377
1496,중랑구,405,2022,9,377
1497,중랑구,428,2022,10,381
1498,중랑구,311,2022,11,380
1499,중랑구,294,2022,12,377
